Job ID		Partition Type
44615		cpu-opteron
44616		cpu-opteron
44621		cpu-opteron
44626		cpu-opteron
44628		cpu-opteron
44640		cpu-opteron
44647		cpu-opteron
44649		cpu-opteron
44650		cpu-opteron
44656		cpu-opteron
44657		cpu-opteron
44661		cpu-opteron
44664		cpu-opteron
44665		cpu-opteron
44666		cpu-opteron
44670		cpu-opteron
44671		cpu-opteron
44672		cpu-opteron
44673		cpu-opteron
44675		cpu-opteron
44676		cpu-opteron
44677		cpu-opteron
44678		cpu-opteron
44679		cpu-opteron
44681		cpu-opteron
44682		cpu-opteron
44694		cpu-opteron
44695		cpu-opteron
44706		cpu-opteron
44710		cpu-opteron
44711		cpu-opteron
44712		cpu-opteron
44713		cpu-opteron
44726		cpu-opteron
44727		cpu-opteron
44728		cpu-opteron
44734		cpu-opteron
44738		cpu-opteron
44737		cpu-opteron
44743		cpu-opteron
44745		cpu-opteron
44746		cpu-opteron
44755		cpu-opteron
44756		cpu-opteron
44759		cpu-opteron
44753		cpu-opteron
44761		cpu-opteron
44777		cpu-opteron
44778		cpu-opteron
44779		cpu-opteron
44780		cpu-opteron
44773		cpu-opteron
44787		cpu-opteron
44788		cpu-opteron
44789		cpu-opteron
44790		cpu-opteron
44792		cpu-opteron
44793		cpu-opteron
44794		cpu-opteron
44795		cpu-opteron
44797		cpu-opteron
44814		cpu-opteron
44820		cpu-opteron
44722		cpu-opteron
44823		cpu-opteron
44828		cpu-opteron
44843		cpu-opteron
44845		cpu-opteron
44846		cpu-opteron
44849		cpu-opteron
44851		cpu-opteron
44857		cpu-opteron
44865		cpu-opteron
44867		cpu-opteron
44868		cpu-opteron
44869		cpu-opteron
44870		cpu-opteron
44871		cpu-opteron
44872		cpu-opteron
44874		cpu-opteron
44875		cpu-opteron
44876		cpu-opteron
44878		cpu-opteron
44881		cpu-opteron
44883		cpu-opteron
44884		cpu-opteron
44885		cpu-opteron
44886		cpu-opteron
44895		cpu-opteron
44896		cpu-opteron
44897		cpu-opteron
44898		cpu-opteron
44899		cpu-opteron
44915		cpu-opteron
44931		cpu-opteron
44932		cpu-opteron
44940		cpu-opteron
44941		cpu-opteron
44946		cpu-opteron
44960		cpu-opteron
44980		cpu-opteron
44981		cpu-opteron
44982		cpu-opteron
44983		cpu-opteron
44984		cpu-opteron
44985		cpu-opteron
44986		cpu-opteron
44987		cpu-opteron
44988		cpu-opteron
45006		cpu-opteron
45007		cpu-opteron
45014		cpu-opteron
45015		cpu-opteron
45017		cpu-opteron
45021		cpu-opteron
45025		cpu-opteron
45026		cpu-opteron
45028		cpu-opteron
45055		cpu-opteron
45060		cpu-opteron
45061		cpu-opteron
45062		cpu-opteron
45063		cpu-opteron
45064		cpu-opteron
45065		cpu-opteron
45066		cpu-opteron
45067		cpu-opteron
45068		cpu-opteron
45070		cpu-opteron
45071		cpu-opteron
45072		cpu-opteron
45073		cpu-opteron
45074		cpu-opteron
45075		cpu-opteron
45077		cpu-opteron
45078		cpu-opteron
45079		cpu-opteron
45086		cpu-opteron
45087		cpu-opteron
45088		cpu-opteron
45089		cpu-opteron
45090		cpu-opteron
45091		cpu-opteron
45092		cpu-opteron
45093		cpu-opteron
45094		cpu-opteron
45098		cpu-opteron
45099		cpu-opteron
45100		cpu-opteron
45105		cpu-opteron
45106		cpu-opteron
45107		cpu-opteron
